Date,Category,Subcategory,Task,Total
2023/6/26,Health,Resistance Training,Biceps,81
2023/6/28,Health,Resistance Training,Biceps,94
2023/7/3,Health,Resistance Training,Biceps,60
2023/7/7,Health,Resistance Training,Biceps,63
2023/7/11,Health,Resistance Training,Biceps,96
2023/7/20,Health,Resistance Training,Biceps,65
2023/7/25,Health,Resistance Training,Biceps,72
2023/7/29,Health,Resistance Training,Biceps,66
2023/8/4,Health,Resistance Training,Biceps,63
2023/8/7,Health,Resistance Training,Biceps,101
2023/8/14,Health,Resistance Training,Biceps,90
2023/8/17,Health,Resistance Training,Biceps,75
2023/8/20,Health,Resistance Training,Biceps,73
2023/8/23,Health,Resistance Training,Biceps,66
2023/8/27,Health,Resistance Training,Biceps,101
2023/8/31,Health,Resistance Training,Biceps,77
2023/9/4,Health,Resistance Training,Biceps,86
2023/9/8,Health,Resistance Training,Biceps,73
2023/9/10,Health,Resistance Training,Biceps,88
2023/9/15,Health,Resistance Training,Biceps,75
2023/9/26,Health,Resistance Training,Biceps,81
2023/9/30,Health,Resistance Training,Biceps,81
2023/10/4,Health,Resistance Training,Biceps,85
2023/10/8,Health,Resistance Training,Biceps,68
2023/10/12,Health,Resistance Training,Biceps,91
2023/10/16,Health,Resistance Training,Biceps,81
2023/10/20,Health,Resistance Training,Biceps,96
2023/10/24,Health,Resistance Training,Biceps,68
2023/10/28,Health,Resistance Training,Biceps,108
2021/8/25,Health,Resistance Training,Back,41
2021/9/5,Health,Resistance Training,Back,51
2021/9/25,Health,Resistance Training,Back,46
2021/10/2,Health,Resistance Training,Back,54
2021/10/15,Health,Resistance Training,Back,54
2021/10/16,Health,Resistance Training,Back,111
2021/11/7,Health,Resistance Training,Back,44
2022/1/23,Health,Resistance Training,Back,50
2022/3/7,Health,Resistance Training,Back,60
2022/3/11,Health,Resistance Training,Back,78
2022/4/6,Health,Resistance Training,Back,50
2022/4/9,Health,Resistance Training,Back,64
2022/4/15,Health,Resistance Training,Back,55
2022/4/17,Health,Resistance Training,Back,56
2022/5/20,Health,Resistance Training,Back,64
2022/5/21,Health,Resistance Training,Back,52
2022/5/23,Health,Resistance Training,Back,45
2022/5/25,Health,Resistance Training,Back,66
2022/5/27,Health,Resistance Training,Back,55
2022/6/5,Health,Resistance Training,Back,90
2022/6/10,Health,Resistance Training,Back,60
2022/6/12,Health,Resistance Training,Back,54
2022/6/14,Health,Resistance Training,Back,56
2022/6/16,Health,Resistance Training,Back,52
2022/6/18,Health,Resistance Training,Back,52
2022/6/20,Health,Resistance Training,Back,52
2022/6/22,Health,Resistance Training,Back,52
2022/6/24,Health,Resistance Training,Back,52
2022/6/26,Health,Resistance Training,Back,58
2022/6/28,Health,Resistance Training,Back,60
2022/6/30,Health,Resistance Training,Back,53
2022/7/2,Health,Resistance Training,Back,57
2022/7/4,Health,Resistance Training,Back,57
2022/7/6,Health,Resistance Training,Back,53
2022/7/8,Health,Resistance Training,Back,58
2022/7/12,Health,Resistance Training,Back,55
2022/7/14,Health,Resistance Training,Back,60
2022/7/16,Health,Resistance Training,Back,75
2022/7/18,Health,Resistance Training,Back,80
2022/7/20,Health,Resistance Training,Back,92
2022/7/22,Health,Resistance Training,Back,81
2022/7/24,Health,Resistance Training,Back,81
2022/7/26,Health,Resistance Training,Back,92
2022/7/28,Health,Resistance Training,Back,84
2022/7/30,Health,Resistance Training,Back,100
2022/8/1,Health,Resistance Training,Back,109
2022/8/3,Health,Resistance Training,Back,110
2022/8/5,Health,Resistance Training,Back,116
2022/8/7,Health,Resistance Training,Back,96
2022/8/8,Health,Resistance Training,Back,33
2022/8/9,Health,Resistance Training,Back,102
2022/8/11,Health,Resistance Training,Back,92
2022/8/12,Health,Resistance Training,Back,40
2022/8/13,Health,Resistance Training,Back,112
2022/8/14,Health,Resistance Training,Back,40
2022/8/15,Health,Resistance Training,Back,106
2022/8/17,Health,Resistance Training,Back,113
2022/8/19,Health,Resistance Training,Back,98
2022/8/20,Health,Resistance Training,Back,70
2022/8/21,Health,Resistance Training,Back,111
2022/8/23,Health,Resistance Training,Back,100
2022/8/25,Health,Resistance Training,Back,117
2022/8/27,Health,Resistance Training,Back,133
2022/8/29,Health,Resistance Training,Back,52
2022/9/1,Health,Resistance Training,Back,113
2022/9/3,Health,Resistance Training,Back,75
2022/9/4,Health,Resistance Training,Back,104
2022/9/8,Health,Resistance Training,Back,66
2022/9/9,Health,Resistance Training,Back,88
2022/9/19,Health,Resistance Training,Back,57
2022/9/20,Health,Resistance Training,Back,52
2022/9/21,Health,Resistance Training,Back,56
2022/9/23,Health,Resistance Training,Back,65
2022/9/26,Health,Resistance Training,Back,58
2022/9/30,Health,Resistance Training,Back,66
2022/10/5,Health,Resistance Training,Back,74
2022/10/9,Health,Resistance Training,Back,88
2022/10/10,Health,Resistance Training,Back,56
2022/10/11,Health,Resistance Training,Back,66
2022/10/13,Health,Resistance Training,Back,60
2022/10/15,Health,Resistance Training,Back,120
2022/10/19,Health,Resistance Training,Back,94
2022/10/22,Health,Resistance Training,Back,139
2022/10/24,Health,Resistance Training,Back,128
2022/10/29,Health,Resistance Training,Back,101
2022/11/3,Health,Resistance Training,Back,93
2022/11/5,Health,Resistance Training,Back,62
2022/11/8,Health,Resistance Training,Back,88
2022/11/16,Health,Resistance Training,Back,105
2022/11/18,Health,Resistance Training,Back,81
2022/11/22,Health,Resistance Training,Back,111
2022/11/23,Health,Resistance Training,Back,81
2022/11/27,Health,Resistance Training,Back,75
2022/12/1,Health,Resistance Training,Back,100
2022/12/4,Health,Resistance Training,Back,109
2022/12/7,Health,Resistance Training,Back,100
2022/12/10,Health,Resistance Training,Back,100
2022/12/13,Health,Resistance Training,Back,92
2022/12/15,Health,Resistance Training,Back,100
2022/12/17,Health,Resistance Training,Back,104
2022/12/19,Health,Resistance Training,Back,98
2022/12/20,Health,Resistance Training,Back,85
2022/12/22,Health,Resistance Training,Back,75
2022/12/23,Health,Resistance Training,Back,101
2022/12/24,Health,Resistance Training,Back,61
2022/12/26,Health,Resistance Training,Back,88
2022/12/28,Health,Resistance Training,Back,101
2022/12/30,Health,Resistance Training,Back,105
2023/1/2,Health,Resistance Training,Back,102
2023/1/4,Health,Resistance Training,Back,77
2023/1/6,Health,Resistance Training,Back,100
2023/1/8,Health,Resistance Training,Back,72
2023/1/13,Health,Resistance Training,Back,100
2023/1/15,Health,Resistance Training,Back,111
2023/1/17,Health,Resistance Training,Back,113
2023/1/21,Health,Resistance Training,Back,85
2023/1/26,Health,Resistance Training,Back,60
2023/1/28,Health,Resistance Training,Back,60
2023/1/29,Health,Resistance Training,Back,91
2023/1/30,Health,Resistance Training,Back,89
2023/2/2,Health,Resistance Training,Back,113
2023/2/4,Health,Resistance Training,Back,76
2023/2/6,Health,Resistance Training,Back,108
2023/2/7,Health,Resistance Training,Back,116
2023/2/9,Health,Resistance Training,Back,124
2023/2/12,Health,Resistance Training,Back,103
2023/2/14,Health,Resistance Training,Back,133
2023/2/16,Health,Resistance Training,Back,109
2023/2/18,Health,Resistance Training,Back,111
2023/2/21,Health,Resistance Training,Back,121
2023/2/24,Health,Resistance Training,Back,92
2023/2/25,Health,Resistance Training,Back,64
2023/2/27,Health,Resistance Training,Back,117
2023/3/1,Health,Resistance Training,Back,66
2023/3/3,Health,Resistance Training,Back,109
2023/3/5,Health,Resistance Training,Back,118
2023/3/8,Health,Resistance Training,Back,118
2023/3/10,Health,Resistance Training,Back,111
2023/3/12,Health,Resistance Training,Back,101
2023/3/14,Health,Resistance Training,Back,133
2023/3/16,Health,Resistance Training,Back,138
2023/3/19,Health,Resistance Training,Back,111
2023/3/21,Health,Resistance Training,Back,88
2023/3/24,Health,Resistance Training,Back,107
2023/3/26,Health,Resistance Training,Back,90
2023/3/28,Health,Resistance Training,Back,101
2023/3/31,Health,Resistance Training,Back,91
2023/4/6,Health,Resistance Training,Back,100
2023/4/9,Health,Resistance Training,Back,90
2023/4/11,Health,Resistance Training,Back,101
2023/4/13,Health,Resistance Training,Back,96
2023/4/15,Health,Resistance Training,Back,85
2023/4/19,Health,Resistance Training,Back,92
2023/4/30,Health,Resistance Training,Back,90
2023/5/2,Health,Resistance Training,Back,92
2023/5/6,Health,Resistance Training,Back,97
2023/5/10,Health,Resistance Training,Back,100
2023/5/12,Health,Resistance Training,Back,97
2023/5/14,Health,Resistance Training,Back,95
2023/5/16,Health,Resistance Training,Back,109
2023/5/18,Health,Resistance Training,Back,96
2023/5/20,Health,Resistance Training,Back,102
2023/5/22,Health,Resistance Training,Back,129
2023/5/24,Health,Resistance Training,Back,111
2023/5/27,Health,Resistance Training,Back,103
2023/5/30,Health,Resistance Training,Back,112
2023/6/3,Health,Resistance Training,Back,92
2023/6/6,Health,Resistance Training,Back,120
2023/6/12,Health,Resistance Training,Back,100
2023/6/18,Health,Resistance Training,Back,102
2023/6/22,Health,Resistance Training,Back,123
2023/6/25,Health,Resistance Training,Back,102
2023/7/3,Health,Resistance Training,Back,103
2023/7/5,Health,Resistance Training,Back,130
2023/7/7,Health,Resistance Training,Back,81
2023/7/9,Health,Resistance Training,Back,81
2023/7/18,Health,Resistance Training,Back,100
2023/7/20,Health,Resistance Training,Back,85
2023/7/22,Health,Resistance Training,Back,123
2023/7/25,Health,Resistance Training,Back,134
2023/7/27,Health,Resistance Training,Back,100
2023/7/29,Health,Resistance Training,Back,111
2023/7/31,Health,Resistance Training,Back,91
2023/8/2,Health,Resistance Training,Back,81
2023/8/3,Health,Resistance Training,Back,121
2023/8/5,Health,Resistance Training,Back,128
2023/8/7,Health,Resistance Training,Back,201
2023/8/9,Health,Resistance Training,Back,136
2023/8/11,Health,Resistance Training,Back,155
2023/8/13,Health,Resistance Training,Back,155
2023/8/15,Health,Resistance Training,Back,150
2023/8/17,Health,Resistance Training,Back,146
2023/8/19,Health,Resistance Training,Back,172
2023/8/21,Health,Resistance Training,Back,171
2023/8/23,Health,Resistance Training,Back,150
2023/8/25,Health,Resistance Training,Back,181
2023/8/27,Health,Resistance Training,Back,166
2023/8/29,Health,Resistance Training,Back,175
2023/8/31,Health,Resistance Training,Back,170
2023/9/2,Health,Resistance Training,Back,156
2023/9/4,Health,Resistance Training,Back,171
2023/9/6,Health,Resistance Training,Back,200
2023/9/8,Health,Resistance Training,Back,175
2023/9/10,Health,Resistance Training,Back,142
2023/9/12,Health,Resistance Training,Back,150
2023/9/15,Health,Resistance Training,Back,102
2023/9/18,Health,Resistance Training,Back,165
2023/9/24,Health,Resistance Training,Back,185
2023/9/26,Health,Resistance Training,Back,152
2023/9/28,Health,Resistance Training,Back,163
2023/10/1,Health,Resistance Training,Back,160
2023/10/4,Health,Resistance Training,Back,171
2023/10/6,Health,Resistance Training,Back,164
2023/10/8,Health,Resistance Training,Back,163
2023/10/10,Health,Resistance Training,Back,154
2023/10/12,Health,Resistance Training,Back,150
2023/10/14,Health,Resistance Training,Back,166
2023/10/16,Health,Resistance Training,Back,176
2023/10/20,Health,Resistance Training,Back,181
2023/10/22,Health,Resistance Training,Back,155
2023/10/24,Health,Resistance Training,Back,108
2023/10/26,Health,Resistance Training,Back,129
2023/10/28,Health,Resistance Training,Back,160
2023/10/30,Health,Resistance Training,Back,150
2021/9/13,Health,Resistance Training,Squat (Legs),30
2021/9/14,Health,Resistance Training,Squat (Legs),30
2021/9/17,Health,Resistance Training,Squat (Legs),34
2021/10/16,Health,Resistance Training,Squat (Legs),70
2021/12/12,Health,Resistance Training,Squat (Legs),28
2021/12/14,Health,Resistance Training,Squat (Legs),46
2022/4/4,Health,Resistance Training,Squat (Legs),48
2022/4/9,Health,Resistance Training,Squat (Legs),50
2022/4/10,Health,Resistance Training,Squat (Legs),46
2022/4/16,Health,Resistance Training,Squat (Legs),46
2022/6/6,Health,Resistance Training,Squat (Legs),54
2022/6/7,Health,Resistance Training,Squat (Legs),63
2022/7/11,Health,Resistance Training,Squat (Legs),28
2022/7/15,Health,Resistance Training,Squat (Legs),40
2022/7/17,Health,Resistance Training,Squat (Legs),50
2022/7/19,Health,Resistance Training,Squat (Legs),30
2022/7/27,Health,Resistance Training,Squat (Legs),54
2022/7/29,Health,Resistance Training,Squat (Legs),45
2022/7/30,Health,Resistance Training,Squat (Legs),40
2022/8/1,Health,Resistance Training,Squat (Legs),50
2022/8/3,Health,Resistance Training,Squat (Legs),50
2022/8/9,Health,Resistance Training,Squat (Legs),50
2022/8/12,Health,Resistance Training,Squat (Legs),50
2022/8/13,Health,Resistance Training,Squat (Legs),70
2022/8/15,Health,Resistance Training,Squat (Legs),54
2022/8/20,Health,Resistance Training,Squat (Legs),100
2022/8/21,Health,Resistance Training,Squat (Legs),146
2022/8/24,Health,Resistance Training,Squat (Legs),120
2022/8/27,Health,Resistance Training,Squat (Legs),150
2022/9/1,Health,Resistance Training,Squat (Legs),70
2022/9/3,Health,Resistance Training,Squat (Legs),52
2022/9/4,Health,Resistance Training,Squat (Legs),100
2022/9/8,Health,Resistance Training,Squat (Legs),81
2022/9/10,Health,Resistance Training,Squat (Legs),62
2022/9/11,Health,Resistance Training,Squat (Legs),52
2022/9/12,Health,Resistance Training,Squat (Legs),53
2022/9/19,Health,Resistance Training,Squat (Legs),57
2022/9/21,Health,Resistance Training,Squat (Legs),60
2022/9/22,Health,Resistance Training,Squat (Legs),53
2022/9/24,Health,Resistance Training,Squat (Legs),75
2022/9/26,Health,Resistance Training,Squat (Legs),52
2022/9/27,Health,Resistance Training,Squat (Legs),54
2022/9/29,Health,Resistance Training,Squat (Legs),62
2022/9/30,Health,Resistance Training,Squat (Legs),60
2022/10/3,Health,Resistance Training,Squat (Legs),56
2022/10/5,Health,Resistance Training,Squat (Legs),55
2022/10/13,Health,Resistance Training,Squat (Legs),81
2022/10/14,Health,Resistance Training,Squat (Legs),60
2022/10/16,Health,Resistance Training,Squat (Legs),70
2022/10/19,Health,Resistance Training,Squat (Legs),93
2022/10/26,Health,Resistance Training,Squat (Legs),101
2022/10/29,Health,Resistance Training,Squat (Legs),68
2022/11/5,Health,Resistance Training,Squat (Legs),75
2022/11/8,Health,Resistance Training,Squat (Legs),81
2022/11/10,Health,Resistance Training,Squat (Legs),88
2022/11/18,Health,Resistance Training,Squat (Legs),75
2022/11/19,Health,Resistance Training,Squat (Legs),111
2022/11/20,Health,Resistance Training,Squat (Legs),85
2022/11/25,Health,Resistance Training,Squat (Legs),100
2022/11/26,Health,Resistance Training,Squat (Legs),74
2022/11/27,Health,Resistance Training,Squat (Legs),100
2022/12/4,Health,Resistance Training,Squat (Legs),109
2022/12/7,Health,Resistance Training,Squat (Legs),101
2022/12/10,Health,Resistance Training,Squat (Legs),101
2022/12/13,Health,Resistance Training,Squat (Legs),92
2022/12/25,Health,Resistance Training,Squat (Legs),81
2022/12/29,Health,Resistance Training,Squat (Legs),81
2022/12/31,Health,Resistance Training,Squat (Legs),100
2023/1/25,Health,Resistance Training,Squat (Legs),81
2023/1/27,Health,Resistance Training,Squat (Legs),68
2023/1/29,Health,Resistance Training,Squat (Legs),55
2023/1/31,Health,Resistance Training,Squat (Legs),103
2023/2/5,Health,Resistance Training,Squat (Legs),60
2023/2/9,Health,Resistance Training,Squat (Legs),113
2023/2/14,Health,Resistance Training,Squat (Legs),81
2023/2/15,Health,Resistance Training,Squat (Legs),81
2023/2/17,Health,Resistance Training,Squat (Legs),67
2023/2/19,Health,Resistance Training,Squat (Legs),81
2023/2/20,Health,Resistance Training,Squat (Legs),81
2023/2/22,Health,Resistance Training,Squat (Legs),81
2023/2/24,Health,Resistance Training,Squat (Legs),52
2023/2/26,Health,Resistance Training,Squat (Legs),58
2023/2/28,Health,Resistance Training,Squat (Legs),81
2023/3/2,Health,Resistance Training,Squat (Legs),71
2023/3/4,Health,Resistance Training,Squat (Legs),74
2023/3/6,Health,Resistance Training,Squat (Legs),60
2023/3/9,Health,Resistance Training,Squat (Legs),111
2023/3/13,Health,Resistance Training,Squat (Legs),57
2023/3/16,Health,Resistance Training,Squat (Legs),114
2023/3/18,Health,Resistance Training,Squat (Legs),170
2023/3/30,Health,Resistance Training,Squat (Legs),105
2023/5/5,Health,Resistance Training,Squat (Legs),100
2023/5/8,Health,Resistance Training,Squat (Legs),55
2023/5/11,Health,Resistance Training,Squat (Legs),52
2023/5/15,Health,Resistance Training,Squat (Legs),60
2023/5/18,Health,Resistance Training,Squat (Legs),62
2023/5/22,Health,Resistance Training,Squat (Legs),100
2023/5/27,Health,Resistance Training,Squat (Legs),80
2023/6/3,Health,Resistance Training,Squat (Legs),85
2023/6/11,Health,Resistance Training,Squat (Legs),105
2023/6/16,Health,Resistance Training,Squat (Legs),106
2023/6/23,Health,Resistance Training,Squat (Legs),83
2023/7/1,Health,Resistance Training,Squat (Legs),100
2023/7/9,Health,Resistance Training,Squat (Legs),100
2023/7/17,Health,Resistance Training,Squat (Legs),110
2023/7/21,Health,Resistance Training,Squat (Legs),95
2023/8/5,Health,Resistance Training,Squat (Legs),100
2023/8/11,Health,Resistance Training,Squat (Legs),85
2023/8/15,Health,Resistance Training,Squat (Legs),81
2023/8/17,Health,Resistance Training,Squat (Legs),81
2023/8/19,Health,Resistance Training,Squat (Legs),107
2023/8/21,Health,Resistance Training,Squat (Legs),81
2023/8/22,Health,Resistance Training,Squat (Legs),66
2023/8/24,Health,Resistance Training,Squat (Legs),83
2023/8/27,Health,Resistance Training,Squat (Legs),81
2023/8/29,Health,Resistance Training,Squat (Legs),81
2023/9/1,Health,Resistance Training,Squat (Legs),117
2023/9/3,Health,Resistance Training,Squat (Legs),93
2023/9/8,Health,Resistance Training,Squat (Legs),94
2023/9/16,Health,Resistance Training,Squat (Legs),68
2023/9/30,Health,Resistance Training,Squat (Legs),81
